TICKER;PRECO;DY;P/L;P/VP;P/ATIVOS;MARGEM BRUTA;MARGEM EBIT;MARG. LIQUIDA;P/EBIT;EV/EBIT;DIVIDA LIQUIDA / EBIT;DIV. LIQ. / PATRI.;PSR;P/CAP. GIRO;P. AT CIR. LIQ.;LIQ. CORRENTE;ROE;ROA;ROIC;PATRIMONIO / ATIVOS;PASSIVOS / ATIVOS;GIRO ATIVOS;CAGR RECEITAS 5 ANOS;CAGR LUCROS 5 ANOS; LIQUIDEZ MEDIA DIARIA; VPA; LPA
ATMP3;2,57;;-0,17;-0,84;0,04;-12,35;-26,96;-43,36;-0,28;-1,87;-1,59;;0,08;-0,14;-0,05;0,41;-485,09;-23,60;-75,21;-0,05;1,05;0,54;-21,09;;272.306,63;-3,06;-14,85
ATOM3;3,39;;5,80;4,30;2,71;100,00;36,63;42,69;6,76;5,40;-1,37;-0,87;2,48;2,84;-656,00;23,47;74,12;46,67;58,21;0,63;0,37;1,09;;;280.791,54;0,79;0,58
AURA33;62,50;;7,93;0,84;0,48;36,09;27,25;11,57;3,37;3,08;-0,29;-0,07;0,92;3,21;-0,77;1,66;10,58;6,03;17,21;0,57;0,43;0,52;;;9.747.222,79;74,45;7,88
AVLL3;24,95;;-1,81;2,90;0,27;-45,93;-167,05;-157,56;-1,70;-4,45;-2,74;4,67;2,84;4,57;-0,42;1,20;-160,67;-14,98;-27,79;0,09;0,90;0,10;;;714.160,59;8,60;-13,82
AZEV3;6,09;;-0,99;-0,46;1,95;1.622,59;3.562,68;5.901,50;-1,64;-1,80;-0,42;;;-0,61;-4,48;0,15;-46,24;-197,29;47,51;-4,27;5,27;-0,03;-64,98;;607.378,79;-13,30;-6,15
AZEV4;4,68;;-0,76;-0,35;1,50;1.622,59;3.562,68;5.901,50;-1,26;-1,80;-0,42;;;-0,47;-3,44;0,15;-46,24;-197,29;47,51;-4,27;5,27;-0,03;-64,98;;481.802,21;-13,30;-6,15
AZUL4;36,60;;-3,56;-3,32;3,31;-31,79;-48,57;-178,33;-13,06;-17,81;-4,75;;6,35;-6,37;-4,46;0,33;-93,39;-92,99;-85,25;-1,00;2,00;0,52;14,54;;372.010.562,75;-11,01;-10,29
B3SA3;62,69;3,40;34,08;5,17;2,84;96,89;62,80;47,79;25,93;24,37;-1,56;-0,31;16,28;17,08;-4,41;1,88;15,17;8,35;12,24;0,55;0,45;0,17;23,81;22,64;699.871.239,29;12,13;1,84
BAHI3;83,99;;-5,53;2,24;0,36;41,33;-8,01;-21,39;-14,76;-15,41;-0,65;0,10;1,18;-2,17;-0,41;0,41;-40,47;-6,54;-16,19;0,16;0,83;0,31;;;105.717,35;37,55;-15,20
BALM3;19,70;5,99;12,25;1,69;0,88;49,74;7,04;10,47;18,20;17,16;0,40;0,04;1,28;2,60;-2,66;2,02;13,81;7,18;4,54;0,52;0,45;0,69;5,12;-19,47;101.389,16;11,65;1,61
BALM4;16,60;7,11;10,32;1,43;0,74;49,74;7,04;10,47;15,33;17,16;0,40;0,04;1,08;2,19;-2,24;2,02;13,81;7,18;4,54;0,52;0,45;0,69;5,12;-19,47;92.975,50;11,65;1,61
BAUH4;96,49;0,89;35,97;6,12;3,70;24,92;8,50;7,49;31,67;29,58;-2,09;-0,40;2,69;22,27;-7,95;1,45;17,01;10,28;16,38;0,60;0,40;1,37;8,15;23,02;87.925,39;15,77;2,68
BAZA3;41,99;8,54;3,68;0,54;0,06;37,85;49,19;28,25;2,11;2,11;;;1,04;1,21;-0,06;;14,73;1,62;;0,11;0,89;0,06;6,35;8,48;61.733,79;77,52;11,42
BBAS3;39,79;3,71;7,13;1,02;0,06;18,87;5,98;12,69;15,12;15,12;;;0,90;-0,33;-0,14;0,74;14,27;0,87;;0,06;0,94;0,07;-2,23;7,20;626.139.296,88;39,12;5,58
BBDC3;24,46;2,63;14,91;1,58;0,15;27,80;-9,79;13,62;-20,75;-22,08;;;2,03;1,10;-0,18;9,36;10,59;1,03;;0,10;0,90;0,08;4,51;6,55;121.888.507,46;15,50;1,64
BBDC4;27,60;2,56;16,82;1,78;0,17;27,80;-9,79;13,62;-23,41;-22,08;;;2,29;1,24;-0,21;9,36;10,59;1,03;;0,10;0,90;0,08;4,51;6,55;1.071.914.794,96;15,50;1,64
BBML3;3.936,42;0,00;10.149,39;1.237,44;207,67;10,89;3,83;1,82;4.832,01;4.837,53;5,52;1,41;184,96;-34.095,13;-366,43;0,99;12,19;2,05;6,16;0,17;0,83;1,12;;;;3,18;0,39
BBRK3;2,12;;-0,54;0,48;0,26;65,58;-116,71;-126,70;-0,59;-0,26;0,33;-0,27;0,69;35,89;-0,35;1,03;-89,33;-48,30;-81,61;0,54;0,44;0,38;-13,43;;2.307.142,83;4,38;-3,91
BBSE3;29,87;9,33;14,57;9,40;6,19;;;;12,02;12,02;;;;37,40;-9,38;1,95;64,48;42,51;;0,66;0,34;0,00;;14,01;108.647.925,67;3,18;2,05
BDLL3;27,51;;-0,27;-0,29;0,06;-60,25;-759,15;-662,22;-0,23;-1,43;-1,28;;1,76;-0,18;-0,10;0,51;-108,24;-24,25;-257,36;-0,22;1,22;0,04;-39,75;;2.751,00;-95,47;-103,34
BDLL4;10,40;;-0,10;-0,11;0,02;-60,25;-759,15;-662,22;-0,09;-1,43;-1,28;;0,67;-0,07;-0,04;0,51;-108,24;-24,25;-257,36;-0,22;1,22;0,04;-39,75;;61.629,96;-95,47;-103,34
BEEF3;9,73;3,09;6,46;4,38;0,29;20,71;9,62;4,45;2,99;5,63;2,64;3,87;0,29;0,87;-0,94;1,98;67,81;4,57;12,79;0,07;0,93;1,03;19,63;;92.756.483,08;2,22;1,51
BEES3;5,49;3,87;7,97;1,06;0,05;55,13;17,24;13,02;6,02;6,20;;;1,04;-0,40;-0,12;0,83;13,27;0,61;;0,05;0,95;0,05;3,69;8,54;469.475,46;5,19;0,69
BEES4;6,10;3,48;8,86;1,18;0,05;55,13;17,24;13,02;6,69;6,20;;;1,15;-0,44;-0,14;0,83;13,27;0,61;;0,05;0,95;0,05;3,69;8,54;34.691,33;5,19;0,69
BFRE11;0,00;;0,00;0,00;0,00;;;;0,00;;-20,36;-0,39;;0,00;0,00;12,81;5,13;4,90;-0,72;0,95;0,05;0,00;;;;258.885,63;13.288,70
BFRE12;0,00;;0,00;0,00;0,00;;;;0,00;;-20,36;-0,39;;0,00;0,00;12,81;5,13;4,90;-0,72;0,95;0,05;0,00;;;;258.885,63;13.288,70
BGIP3;43,34;1,64;10,95;1,33;0,10;64,71;13,73;9,50;7,58;6,11;;;1,04;-1,56;-0,24;0,90;12,15;0,91;;0,07;0,93;0,10;5,66;64,33;4.334,00;32,57;3,96
BGIP4;26,50;2,95;6,70;0,81;0,06;64,71;13,73;9,50;4,63;6,11;;;0,64;-0,95;-0,15;0,90;12,15;0,91;;0,07;0,93;0,10;5,66;64,33;30.540,00;32,57;3,96
BIDI11;120,13;0,14;23.085,15;9,41;1,86;55,08;-7,06;0,15;-484,19;-484,19;;;34,19;11,21;-6,30;1,31;0,04;0,01;;0,20;0,80;0,05;;;116.207.723,63;12,76;0,01
BIDI3;39,90;0,14;23.002,52;9,38;1,86;55,08;-7,06;0,15;-482,46;-484,19;;;34,07;11,17;-6,27;1,31;0,04;0,01;;0,20;0,80;0,05;;;13.790.710,58;4,25;0,00
BIDI4;40,16;0,14;23.152,41;9,44;1,87;55,08;-7,06;0,15;-485,60;-484,19;;;34,29;11,24;-6,31;1,31;0,04;0,01;;0,20;0,80;0,05;;;74.560.230,46;4,25;0,00
BIOM3;15,95;;-18,52;9,94;3,10;26,49;-110,93;-132,84;-22,17;-24,80;-2,63;1,18;24,60;21,97;-4,57;1,78;-53,70;-16,75;-16,51;0,31;0,69;0,13;;;525.829,00;1,60;-0,86
BKBR3;10,81;0,47;-9,67;2,06;0,85;60,07;-11,87;-13,57;-11,06;-12,80;-1,73;0,32;1,31;-131,27;-1,09;0,97;-21,25;-8,82;-12,16;0,41;0,59;0,65;433,99;;24.863.812,88;5,26;-1,12
BMEB3;17,00;3,67;6,63;0,91;0,09;74,67;2,85;5,99;13,91;13,60;;;0,40;0,32;-0,19;2,06;13,72;1,33;;0,10;0,90;0,22;-5,92;;30.598,22;18,70;2,57
BMEB4;16,00;4,29;6,24;0,86;0,08;74,67;2,85;5,99;13,09;13,60;;;0,37;0,30;-0,18;2,06;13,72;1,33;;0,10;0,90;0,22;-5,92;;126.901,42;18,70;2,57
BMGB4;5,93;3,01;8,87;0,86;0,14;72,00;3,27;10,15;27,54;27,54;;;0,90;;-0,14;;9,68;1,59;;0,16;0,84;0,16;;;12.417.657,96;6,91;0,67
BMIN3;23,42;5,98;67,75;0,91;0,55;79,31;18,81;14,01;50,45;50,06;;;9,49;11,49;-0,74;1,22;1,35;0,81;;0,60;0,40;0,06;5,44;-8,61;55.842,89;25,67;0,35
BMIN4;22,20;6,31;64,22;0,86;0,52;79,31;18,81;14,01;47,82;50,06;;;8,99;10,89;-0,71;1,22;1,35;0,81;;0,60;0,40;0,06;5,44;-8,61;53.239,82;25,67;0,35
BMKS3;280,00;2,17;31,09;0,69;0,62;28,71;3,39;19,72;180,87;-22,27;-203,14;-0,78;6,13;0,79;-3,14;30,55;2,23;1,98;-0,74;0,89;0,11;0,10;-13,82;-25,48;67.003,22;404,66;9,01
BNBR3;76,02;3,54;5,13;1,06;0,11;45,90;43,10;30,30;3,61;3,61;;;1,55;-6,43;-0,16;0,94;20,62;2,22;;0,11;0,89;0,07;4,71;18,37;23.221,94;71,89;14,83
BOAS3;12,78;0,43;343,68;18,42;6,86;42,69;9,91;2,79;96,83;100,30;3,46;0,66;9,59;-42,21;-9,58;0,64;5,36;2,00;5,46;0,37;0,63;0,72;;;8.698.887,38;0,69;0,04
BOBR3;0,00;;0,00;0,00;0,00;35,04;12,14;3,57;0,00;3,76;1,62;;0,00;0,00;0,00;0,58;-15,94;5,78;-913,16;-0,36;1,36;1,62;-1,67;;;-0,93;0,15
BOBR4;2,28;;15,44;-2,46;0,89;35,04;12,14;3,57;4,54;3,76;1,62;;0,55;-3,12;-1,49;0,58;-15,94;5,78;-913,16;-0,36;1,36;1,62;-1,67;;470.309,29;-0,93;0,15
BPAC11;92,31;1,31;29,26;3,21;0,31;-7,18;10,12;21,90;63,29;63,29;;;6,41;5,28;-1,05;1,09;10,98;1,05;;0,10;0,90;0,05;-0,86;14,56;280.118.092,42;28,75;3,16
BPAC3;46,02;0,88;43,76;4,80;0,46;-7,18;10,12;21,90;94,66;63,29;;;9,58;7,90;-1,58;1,09;10,98;1,05;;0,10;0,90;0,05;-0,86;14,56;465.510,83;9,58;1,05
BPAC5;23,03;1,75;21,90;2,40;0,23;-7,18;10,12;21,90;47,37;63,29;;;4,80;3,95;-0,79;1,09;10,98;1,05;;0,10;0,90;0,05;-0,86;14,56;286.352,71;9,58;1,05
BPAN4;9,57;3,88;15,21;2,21;0,33;63,28;8,08;8,55;16,10;16,10;;;1,30;-1,77;-0,58;0,70;14,52;2,14;;0,15;0,85;0,25;8,37;49,77;20.734.244,21;4,33;0,63
BPAR3;182,07;9,28;6,37;1,17;0,15;81,27;32,82;17,19;3,34;3,34;;;1,10;0,75;-0,19;;18,33;2,39;;0,13;0,87;0,14;8,00;16,96;;155,85;28,57
BPAT33;44,05;;6,98;0,66;0,09;51,56;21,77;5,61;1,80;1,80;;;0,39;;-0,12;;9,46;1,35;;0,14;0,86;0,24;14,99;-24,79;;66,71;6,31
BPHA3;0,62;;0,06;-0,24;0,99;98,02;1.029,99;13.896,67;0,80;1,66;0,85;;8,28;-0,38;-1,18;0,06;-402,50;1.669,02;-36,75;-4,15;5,15;0,12;-68,85;;;-2,58;10,40
BRAP3;68,48;2,66;31,64;1,98;1,93;;;;29,44;30,84;-0,91;-0,06;;38,65;-2,09;2,76;6,27;6,09;6,11;0,97;0,03;0,00;;;2.053.957,75;34,51;2,16
BRAP4;76,77;2,61;35,47;2,22;2,16;;;;33,00;30,84;-0,91;-0,06;;43,33;-2,34;2,76;6,27;6,09;6,11;0,97;0,03;0,00;;;173.587.647,33;34,51;2,16
BRDT3;22,80;4,07;31,14;2,76;0,96;5,67;1,66;1,05;19,72;23,29;3,57;0,50;0,33;3,57;-1,87;2,21;8,87;3,07;4,86;0,35;0,65;2,93;-0,73;14,51;186.729.053,54;8,25;0,73
BRFS3;21,98;;15,44;2,52;0,35;24,00;7,20;3,10;6,65;11,98;5,33;2,02;0,48;3,07;-0,66;1,32;16,32;2,26;7,25;0,14;0,86;0,73;2,89;-33,13;240.487.164,96;8,72;1,42
BRGE11;10,07;3,50;15,08;0,60;0,24;-238,98;132,93;165,05;18,73;-9,70;-30,24;-0,97;24,90;0,80;-0,47;2,81;3,98;1,62;1,31;0,41;0,39;0,01;3,11;2,66;9.000,00;16,79;0,67
BRGE12;6,06;;9,08;0,36;0,15;-238,98;132,93;165,05;11,27;-9,70;-30,24;-0,97;14,98;0,48;-0,28;2,81;3,98;1,62;1,31;0,41;0,39;0,01;3,11;2,66;14.741,06;16,79;0,67
BRGE3;10,00;;14,98;0,60;0,24;-238,98;132,93;165,05;18,60;-9,70;-30,24;-0,97;24,72;0,79;-0,47;2,81;3,98;1,62;1,31;0,41;0,39;0,01;3,11;2,66;26.646,07;16,79;0,67
BRGE5;12,30;2,39;18,43;0,73;0,30;-238,98;132,93;165,05;22,88;-9,70;-30,24;-0,97;30,41;0,97;-0,57;2,81;3,98;1,62;1,31;0,41;0,39;0,01;3,11;2,66;2.464,00;16,79;0,67
BRGE6;18,50;3,81;27,71;1,10;0,45;-238,98;132,93;165,05;34,41;-9,70;-30,24;-0,97;45,74;1,46;-0,86;2,81;3,98;1,62;1,31;0,41;0,39;0,01;3,11;2,66;1.850,50;16,79;0,67
BRGE7;5,40;7,62;8,09;0,32;0,13;-238,98;132,93;165,05;10,04;-9,70;-30,24;-0,97;13,35;0,43;-0,25;2,81;3,98;1,62;1,31;0,41;0,39;0,01;3,11;2,66;;16,79;0,67
BRGE8;9,80;3,00;14,68;0,58;0,24;-238,98;132,93;165,05;18,23;-9,70;-30,24;-0,97;24,23;0,78;-0,46;2,81;3,98;1,62;1,31;0,41;0,39;0,01;3,11;2,66;4.481,29;16,79;0,67
BRIV3;8,70;;10,12;0,50;0,04;25,64;10,16;7,66;7,63;7,82;;;0,78;0,21;-0,06;113,52;4,98;0,44;;0,09;0,91;0,06;-6,24;0,83;8.745,24;17,25;0,86
BRIV4;9,25;7,37;10,76;0,54;0,05;25,64;10,16;7,66;8,11;7,82;;;0,82;0,23;-0,06;113,52;4,98;0,44;;0,09;0,91;0,06;-6,24;0,83;13.664,04;17,25;0,86
BRKM3;25,30;;-1,85;-4,52;0,23;14,82;-9,11;-20,77;-4,22;-10,46;-6,28;;0,38;2,03;-0,36;1,48;-244,01;-12,65;-24,84;-0,05;1,07;0,61;3,00;;452.341,83;-5,60;-13,67
BRKM5;24,69;;-1,81;-4,41;0,23;14,82;-9,11;-20,77;-4,12;-10,46;-6,28;;0,38;1,98;-0,36;1,48;-244,01;-12,65;-24,84;-0,05;1,07;0,61;3,00;;86.792.781,92;-5,60;-13,67
BRKM6;19,50;;-1,43;-3,48;0,18;14,82;-9,11;-20,77;-3,25;-10,46;-6,28;;0,30;1,56;-0,28;1,48;-244,01;-12,65;-24,84;-0,05;1,07;0,61;3,00;;28.737,71;-5,60;-13,67
BRML3;9,41;;-95,87;0,78;0,44;87,83;20,54;-8,61;40,19;52,27;12,08;0,23;8,25;9,57;-0,48;3,00;-0,81;-0,46;1,33;0,57;0,40;0,05;-1,04;18,24;157.540.254,46;12,08;-0,10
BRPR3;9,38;0,92;10,31;0,64;0,44;100,00;231,89;140,79;6,26;6,81;0,55;0,06;14,52;2,70;-0,54;6,32;6,23;4,26;5,71;0,68;0,32;0,03;-14,64;3,09;16.996.586,79;14,59;0,91
BRQB3;0,00;;0,00;0,00;0,00;31,86;13,57;8,57;0,00;-0,99;-0,99;-0,54;0,00;0,00;0,00;2,26;34,57;14,43;22,51;0,42;0,58;1,68;-0,37;100,11;;0,92;0,32
BRSR3;15,85;4,14;7,93;0,78;0,07;56,79;9,53;10,63;8,85;8,39;;;0,84;1,70;-0,08;2,20;9,79;0,91;;0,09;0,91;0,09;1,64;15,38;214.688,29;20,42;2,00
BRSR5;19,00;3,55;9,50;0,93;0,09;56,79;9,53;10,63;10,60;8,39;;;1,01;2,04;-0,09;2,20;9,79;0,91;;0,09;0,91;0,09;1,64;15,38;10.410,43;20,42;2,00
BRSR6;14,21;4,62;7,11;0,70;0,06;56,79;9,53;10,63;7,93;8,39;;;0,76;1,52;-0,07;2,20;9,79;0,91;;0,09;0,91;0,09;1,64;15,38;32.479.913,42;20,42;2,00
BSEV3;6,40;;-6,98;-6,45;0,49;18,97;13,15;-10,49;5,57;10,76;5,20;;0,73;-1,01;-0,83;0,46;-92,38;-6,96;14,18;-0,08;1,07;0,66;7,69;;593.695,00;-0,99;-0,92
BSLI3;97,00;4,12;73,44;18,05;1,64;77,15;21,62;15,24;51,76;52,13;;;11,19;-9,23;-1,95;0,47;24,58;2,24;;0,09;0,91;0,15;5,10;12,95;682.540,13;5,37;1,32
BSLI4;100,00;4,39;75,71;18,61;1,70;77,15;21,62;15,24;53,36;52,13;;;11,54;-9,51;-2,01;0,47;24,58;2,24;;0,09;0,91;0,15;5,10;12,95;1.418.585,75;5,37;1,32
BTOW3;72,00;;-229,97;4,23;2,11;29,11;2,11;-1,92;209,61;194,28;-15,33;-0,31;4,42;5,45;-6,01;2,49;-1,84;-0,92;0,94;0,50;0,50;0,48;-3,20;;423.911.780,71;17,03;-0,31
BTTL3;11,00;;15,48;8,56;1,01;19,02;5,50;2,65;7,45;8,60;1,15;1,32;0,41;18,31;-1,87;1,14;55,29;6,52;27,57;0,12;0,88;2,46;-11,43;;48.098,08;1,29;0,71
BTTL4;11.091,73;;15.604,41;8.628,01;1.017,15;19,02;5,50;2,65;7.511,37;8,60;1,15;1,32;412,99;18.464,14;-1.888,71;1,14;55,29;6,52;27,57;0,12;0,88;2,46;-11,43;;;1,29;0,71
CALI3;98,18;;-4,38;46,60;0,30;-1,51;-51,81;-51,46;-4,36;-4,64;-1,71;18,29;2,26;0,70;-0,68;4,44;-1.062,76;-6,84;-24,85;0,01;0,99;0,13;-38,15;;;2,11;-22,39
CALI4;50,00;;-2,23;23,73;0,15;-1,51;-51,81;-51,46;-2,22;-4,64;-1,71;18,29;1,15;0,35;-0,34;4,44;-1.062,76;-6,84;-24,85;0,01;0,99;0,13;-38,15;;9.554,00;2,11;-22,39
CAMB3;5,71;;9,60;2,62;0,89;45,37;12,46;16,54;12,74;15,68;2,93;0,60;1,59;-14,96;-1,32;0,85;27,29;9,28;11,68;0,34;0,66;0,56;-4,98;7,64;1.171.787,54;2,18;0,59
CAMB4;6,25;;10,51;2,87;0,98;45,37;12,46;16,54;13,95;15,68;2,93;0,60;1,74;-16,38;-1,45;0,85;27,29;9,28;11,68;0,34;0,66;0,56;-4,98;7,64;;2,18;0,59
CAML3;11,19;5,22;9,33;1,84;0,86;23,45;8,68;6,27;6,73;8,56;1,83;0,50;0,58;2,84;-1,96;2,17;19,73;9,23;13,28;0,47;0,53;1,47;7,98;17,95;23.184.407,08;6,08;1,20
CARD3;14,95;2,03;14,74;2,21;1,19;28,77;14,84;9,37;9,30;9,72;0,41;0,10;1,38;28,84;-1,77;1,15;15,01;8,09;12,59;0,54;0,46;0,86;1,77;18,99;2.289.873,46;6,76;1,01
CASH3;19,84;;127,30;62,21;37,70;26,36;26,36;19,77;95,46;94,66;-0,80;-0,52;25,16;75,99;-159,13;2,86;48,87;29,62;35,98;0,61;0,36;1,50;;;18.989.125,21;0,32;0,16
CASN3;14,34;0,29;85,13;8,05;2,81;53,10;27,60;11,01;33,96;31,09;4,20;1,00;9,37;-757,67;-3,29;0,98;9,46;3,30;8,82;0,35;0,65;0,30;8,58;9,88;1.520,00;1,78;0,17
CASN4;8,37;0,54;49,69;4,70;1,64;53,10;27,60;11,01;19,82;31,09;4,20;1,00;5,47;-442,24;-1,92;0,98;9,46;3,30;8,82;0,35;0,65;0,30;8,58;9,88;1.100,00;1,78;0,17
CATA3;103,61;;0,89;0,12;0,06;13,06;-3,67;12,63;-3,06;-9,95;-6,92;0,27;0,11;0,30;-0,11;2,01;13,31;7,27;-3,04;0,55;0,46;0,58;-1,79;-8,60;;876,70;116,70
CATA4;0,00;;0,00;0,00;0,00;13,06;-3,67;12,63;0,00;-9,95;-6,92;0,27;0,00;0,00;0,00;2,01;13,31;7,27;-3,04;0,55;0,46;0,58;-1,79;-8,60;;876,70;116,70
CBEE3;18,40;2,16;28,04;0,85;0,26;13,85;8,53;1,81;5,95;13,88;7,93;1,13;0,51;-156,74;-0,37;0,99;3,03;0,92;5,38;0,31;0,69;0,51;5,20;7,47;19.959,23;21,69;0,66
CCPR3;12,88;7,24;23,96;1,10;0,39;65,30;56,23;16,69;7,11;10,30;3,19;0,49;4,00;3,56;-0,46;3,99;4,58;1,63;5,30;0,35;0,39;0,10;4,28;-8,25;14.892.027,71;11,73;0,54
