TICKER;PRECO;DY;P/L;P/VP;P/ATIVOS;MARGEM BRUTA;MARGEM EBIT;MARG. LIQUIDA;P/EBIT;EV/EBIT;DIVIDA LIQUIDA / EBIT;DIV. LIQ. / PATRI.;PSR;P/CAP. GIRO;P. AT CIR. LIQ.;LIQ. CORRENTE;ROE;ROA;ROIC;PATRIMONIO / ATIVOS;PASSIVOS / ATIVOS;GIRO ATIVOS;CAGR RECEITAS 5 ANOS;CAGR LUCROS 5 ANOS; LIQUIDEZ MEDIA DIARIA; VPA; LPA
BALM4;16,55;7,13;10,29;1,42;0,74;49,74;7,04;10,47;15,29;15,23;0,40;0,04;1,08;2,18;-2,24;2,02;13,81;7,18;4,54;0,52;0,45;0,69;5,12;-19,47;21.108,19;11,65;1,61
BAUH4;88,99;0,96;33,18;5,64;3,41;24,92;8,50;7,49;29,21;27,11;-2,09;-0,40;2,48;20,54;-7,33;1,45;17,01;10,28;16,38;0,60;0,40;1,37;8,15;23,02;45.021,43;15,77;2,68
BAZA3;41,47;8,64;3,63;0,53;0,06;37,85;49,19;28,25;2,09;2,09;;;1,03;1,19;-0,06;;14,73;1,62;;0,11;0,89;0,06;6,35;8,48;89.006,03;77,52;11,42
BBAS3;38,49;3,84;6,90;0,98;0,06;18,87;5,98;12,69;14,63;14,63;;;0,88;-0,32;-0,13;0,74;14,27;0,87;;0,06;0,94;0,07;-2,23;7,20;675.422.334,07;39,12;5,58
BBDC3;23,69;3,24;14,44;1,53;0,15;27,80;-9,79;13,62;-20,09;-21,32;;;1,97;1,07;-0,18;9,36;10,59;1,03;;0,10;0,90;0,08;4,51;6,55;120.476.124,28;15,50;1,64
BBDC4;26,58;3,18;16,20;1,72;0,17;27,80;-9,79;13,62;-22,54;-21,32;;;2,21;1,19;-0,20;9,36;10,59;1,03;;0,10;0,90;0,08;4,51;6,55;1.330.522.018,55;15,50;1,64
BBML3;3.936,42;0,00;10.149,39;1.237,44;207,67;10,89;3,83;1,82;4.832,01;4.837,53;5,52;1,41;184,96;-34.095,13;-366,43;0,99;12,19;2,05;6,16;0,17;0,83;1,12;;;0,00;3,18;0,39
BBRK3;2,53;;-0,65;0,58;0,31;65,58;-116,71;-126,70;-0,70;-0,38;0,33;-0,27;0,82;42,83;-0,41;1,03;-89,33;-48,30;-81,61;0,54;0,44;0,38;-13,43;;1.579.445,62;4,38;-3,91
BBSE3;29,95;9,30;14,61;9,42;6,21;;;;12,05;12,05;;;;37,50;-9,41;1,95;64,48;42,51;;0,66;0,34;0,00;;14,01;151.431.584,66;3,18;2,05
BDLL3;27,51;;-0,27;-0,29;0,06;-60,25;-759,15;-662,22;-0,23;-1,43;-1,28;;1,76;-0,18;-0,10;0,51;-108,24;-24,25;-257,36;-0,22;1,22;0,04;-39,75;;2.751,00;-95,47;-103,34
BDLL4;11,50;;-0,11;-0,12;0,03;-60,25;-759,15;-662,22;-0,10;-1,43;-1,28;;0,74;-0,08;-0,04;0,51;-108,24;-24,25;-257,36;-0,22;1,22;0,04;-39,75;;36.333,31;-95,47;-103,34
BEEF11;4,44;;2,95;2,00;0,13;20,71;9,62;4,45;1,36;;2,64;3,87;0,13;0,40;-0,43;1,98;67,81;4,57;12,79;0,07;0,93;1,03;19,63;;847.287,66;2,22;1,51
BEEF3;9,95;2,59;6,60;4,48;0,30;20,71;9,62;4,45;3,05;;2,64;3,87;0,29;0,89;-0,96;1,98;67,81;4,57;12,79;0,07;0,93;1,03;19,63;;94.850.092,52;2,22;1,51
BEES3;5,16;4,33;7,49;0,99;0,05;55,13;17,24;13,02;5,66;5,82;;;0,98;-0,37;-0,12;0,83;13,27;0,61;;0,05;0,95;0,05;3,69;8,54;206.933,00;5,19;0,69
BEES4;5,71;3,91;8,29;1,10;0,05;55,13;17,24;13,02;6,26;5,82;;;1,08;-0,41;-0,13;0,83;13,27;0,61;;0,05;0,95;0,05;3,69;8,54;25.776,45;5,19;0,69
BFRE11;0,00;;0,00;0,00;0,00;;;;0,00;;-20,36;-0,39;;0,00;0,00;12,81;5,13;4,90;-0,72;0,95;0,05;0,00;;;;258.885,63;13.288,70
BFRE12;0,00;;0,00;0,00;0,00;;;;0,00;;-20,36;-0,39;;0,00;0,00;12,81;5,13;4,90;-0,72;0,95;0,05;0,00;;;;258.885,63;13.288,70
BGIP3;43,34;1,64;9,77;1,33;0,10;59,31;15,09;10,31;6,67;5,26;;;1,01;-1,56;-0,24;0,90;13,62;1,02;;0,07;0,93;0,10;5,66;64,33;8.733,00;32,57;4,43
BGIP4;25,00;3,13;5,64;0,77;0,06;59,31;15,09;10,31;3,85;5,26;;;0,58;-0,90;-0,14;0,90;13,62;1,02;;0,07;0,93;0,10;5,66;64,33;77.294,59;32,57;4,43
BIDI11;86,49;0,26;16.620,62;6,78;1,34;55,08;-7,06;0,15;-348,60;-348,60;;;24,62;8,07;-4,53;1,31;0,04;0,01;;0,20;0,80;0,05;;;70.903.425,17;12,76;0,01
BIDI3;28,98;0,26;16.707,09;6,81;1,35;55,08;-7,06;0,15;-350,42;-348,60;;;24,75;8,11;-4,56;1,31;0,04;0,01;;0,20;0,80;0,05;;;8.098.994,10;4,25;0,00
BIDI4;28,55;0,26;16.459,20;6,71;1,33;55,08;-7,06;0,15;-345,22;-348,60;;;24,38;7,99;-4,49;1,31;0,04;0,01;;0,20;0,80;0,05;;;48.901.268,24;4,25;0,00
BIOM3;17,10;;-18,00;9,67;3,02;26,49;-110,93;-132,84;-21,56;-24,19;-2,63;1,18;23,92;21,36;-4,44;1,78;-53,70;-16,75;-16,51;0,31;0,69;0,13;;;668.628,41;1,77;-0,95
BKBR3;11,17;0,45;-9,99;2,12;0,88;60,07;-11,87;-13,57;-11,43;-13,16;-1,73;0,32;1,36;-135,64;-1,12;0,97;-21,25;-8,82;-12,16;0,41;0,59;0,65;433,99;;29.081.148,83;5,26;-1,12
BMEB3;16,50;3,78;6,43;0,88;0,09;74,67;2,85;5,99;13,50;13,66;;;0,39;0,31;-0,18;2,06;13,72;1,33;;0,10;0,90;0,22;-5,92;;22.384,69;18,70;2,57
BMEB4;17,01;4,03;6,63;0,91;0,09;74,67;2,85;5,99;13,92;13,66;;;0,40;0,32;-0,19;2,06;13,72;1,33;;0,10;0,90;0,22;-5,92;;180.582,17;18,70;2,57
BMGB4;5,24;4,77;7,84;0,76;0,12;72,00;3,27;10,15;24,34;24,34;;;0,80;;-0,13;;9,68;1,59;;0,16;0,84;0,16;;;8.871.859,59;6,91;0,67
BMIN3;19,95;7,02;57,71;0,78;0,47;79,31;18,81;14,01;42,97;42,67;;;8,08;9,79;-0,63;1,22;1,35;0,81;;0,60;0,40;0,06;5,44;-8,61;21.216,50;25,67;0,35
BMIN4;19,00;7,37;54,96;0,74;0,44;79,31;18,81;14,01;40,93;42,67;;;7,70;9,32;-0,60;1,22;1,35;0,81;;0,60;0,40;0,06;5,44;-8,61;10.990,21;25,67;0,35
BMKS3;230,00;2,65;25,54;0,57;0,51;28,71;3,39;19,72;148,57;-54,57;-203,14;-0,78;5,03;0,65;-2,58;30,55;2,23;1,98;-0,74;0,89;0,11;0,10;-13,82;-25,48;42.676,87;404,66;9,01
BNBR3;70,01;3,84;4,72;0,97;0,10;45,90;43,10;30,30;3,32;3,32;;;1,43;-5,92;-0,14;0,94;20,62;2,22;;0,11;0,89;0,07;4,71;18,37;42.607,59;71,89;14,83
BOAS3;12,60;;338,84;18,16;6,76;42,69;9,91;2,79;95,47;98,93;3,46;0,66;9,46;-41,62;-9,44;0,64;5,36;2,00;5,46;0,37;0,63;0,72;;;28.716.905,52;0,69;0,04
BOBR3;0,00;;0,00;0,00;0,00;35,04;12,14;3,57;0,00;3,52;1,62;;0,00;0,00;0,00;0,58;-15,94;5,78;-913,16;-0,36;1,36;1,62;-1,67;;;-0,93;0,15
BOBR4;2,03;;13,75;-2,19;0,79;35,04;12,14;3,57;4,04;3,52;1,62;;0,49;-2,78;-1,33;0,58;-15,94;5,78;-913,16;-0,36;1,36;1,62;-1,67;;258.422,62;-0,93;0,15
BPAC11;81,60;1,48;25,86;2,84;0,27;-7,18;10,12;21,90;55,95;55,95;;;5,66;4,67;-0,93;1,09;10,98;1,05;;0,10;0,90;0,05;-0,86;14,56;289.091.717,28;28,75;3,16
BPAC3;41,15;0,98;39,13;4,29;0,41;-7,18;10,12;21,90;84,64;55,95;;;8,57;7,07;-1,41;1,09;10,98;1,05;;0,10;0,90;0,05;-0,86;14,56;422.336,34;9,58;1,05
BPAC5;20,20;2,00;19,21;2,11;0,20;-7,18;10,12;21,90;41,55;55,95;;;4,21;3,47;-0,69;1,09;10,98;1,05;;0,10;0,90;0,05;-0,86;14,56;250.350,14;9,58;1,05
BPAN4;10,00;1,67;15,90;2,31;0,34;63,28;8,08;8,55;16,82;16,82;;;1,36;-1,85;-0,60;0,70;14,52;2,14;;0,15;0,85;0,25;8,37;49,77;23.642.970,10;4,33;0,63
BPAR3;182,07;9,28;6,37;1,17;0,15;81,27;32,82;17,19;3,34;3,34;;;1,10;0,75;-0,19;;18,33;2,39;;0,13;0,87;0,14;8,00;16,96;;155,85;28,57
BPAT33;44,05;;6,98;0,66;0,09;51,56;21,77;5,61;1,80;1,80;;;0,39;;-0,12;;9,46;1,35;;0,14;0,86;0,24;14,99;-24,79;32.961,60;66,71;6,31
BPHA3;0,62;;0,06;-0,24;0,99;98,02;1.029,99;13.896,67;0,80;1,66;0,85;;8,28;-0,38;-1,18;0,06;-402,50;1.669,02;-36,75;-4,15;5,15;0,12;-68,85;;;-2,58;10,40
BRAP3;57,80;4,41;26,71;1,67;1,63;;;;24,84;25,74;-0,91;-0,06;;32,62;-1,76;2,76;6,27;6,09;6,11;0,97;0,03;0,00;;;2.474.658,07;34,51;2,16
BRAP4;64,29;4,36;29,71;1,86;1,81;;;;27,63;25,74;-0,91;-0,06;;36,29;-1,96;2,76;6,27;6,09;6,11;0,97;0,03;0,00;;;252.269.067,62;34,51;2,16
BRDT3;21,43;2,34;29,27;2,60;0,90;5,67;1,66;1,05;18,53;22,11;3,57;0,50;0,31;3,35;-1,76;2,21;8,87;3,07;4,86;0,35;0,65;2,93;-0,73;14,51;194.084.246,00;8,25;0,73
BRFS3;22,03;;15,48;2,53;0,35;24,00;7,20;3,10;6,67;12,00;5,33;2,02;0,48;3,07;-0,66;1,32;16,32;2,26;7,25;0,14;0,86;0,73;2,89;-33,13;233.839.931,52;8,72;1,42
BRGE11;10,07;3,50;15,08;0,60;0,24;-238,98;132,93;165,05;18,73;-1,04;-30,24;-0,97;24,90;0,80;-0,47;2,81;3,98;1,62;1,31;0,41;0,39;0,01;3,11;2,66;4.982,00;16,79;0,67
BRGE12;6,34;;9,50;0,38;0,15;-238,98;132,93;165,05;11,79;-1,04;-30,24;-0,97;15,68;0,50;-0,29;2,81;3,98;1,62;1,31;0,41;0,39;0,01;3,11;2,66;14.397,95;16,79;0,67
BRGE3;10,10;;15,13;0,60;0,25;-238,98;132,93;165,05;18,79;-1,04;-30,24;-0,97;24,97;0,80;-0,47;2,81;3,98;1,62;1,31;0,41;0,39;0,01;3,11;2,66;8.355,86;16,79;0,67
BRGE5;12,20;2,41;18,28;0,73;0,30;-238,98;132,93;165,05;22,69;-1,04;-30,24;-0,97;30,16;0,97;-0,57;2,81;3,98;1,62;1,31;0,41;0,39;0,01;3,11;2,66;3.510,80;16,79;0,67
BRGE6;22,50;3,14;33,70;1,34;0,55;-238,98;132,93;165,05;41,85;-1,04;-30,24;-0,97;55,63;1,78;-1,05;2,81;3,98;1,62;1,31;0,41;0,39;0,01;3,11;2,66;18.634,00;16,79;0,67
BRGE7;5,40;7,62;8,09;0,32;0,13;-238,98;132,93;165,05;10,04;-1,04;-30,24;-0,97;13,35;0,43;-0,25;2,81;3,98;1,62;1,31;0,41;0,39;0,01;3,11;2,66;;16,79;0,67
BRGE8;7,85;3,75;11,76;0,47;0,19;-238,98;132,93;165,05;14,60;-1,04;-30,24;-0,97;19,41;0,62;-0,37;2,81;3,98;1,62;1,31;0,41;0,39;0,01;3,11;2,66;8.099,38;16,79;0,67
BRIV3;8,64;;10,05;0,50;0,04;25,64;10,16;7,66;7,58;7,49;;;0,77;0,21;-0,06;113,52;4,98;0,44;;0,09;0,91;0,06;-6,24;0,83;17.838,83;17,25;0,86
BRIV4;8,38;8,14;9,75;0,49;0,04;25,64;10,16;7,66;7,35;7,49;;;0,75;0,20;-0,05;113,52;4,98;0,44;;0,09;0,91;0,06;-6,24;0,83;19.114,28;17,25;0,86
BRKM3;22,85;;-1,67;-4,08;0,21;14,82;-9,11;-20,77;-3,81;-10,00;-6,28;;0,35;1,83;-0,33;1,48;-244,01;-12,65;-24,84;-0,05;1,07;0,61;3,00;;493.453,86;-5,60;-13,67
BRKM5;21,51;;-1,57;-3,84;0,20;14,82;-9,11;-20,77;-3,59;-10,00;-6,28;;0,33;1,72;-0,31;1,48;-244,01;-12,65;-24,84;-0,05;1,07;0,61;3,00;;103.301.722,66;-5,60;-13,67
BRKM6;21,95;;-1,61;-3,92;0,20;14,82;-9,11;-20,77;-3,66;-10,00;-6,28;;0,33;1,76;-0,32;1,48;-244,01;-12,65;-24,84;-0,05;1,07;0,61;3,00;;151.455,00;-5,60;-13,67
BRML3;10,66;;-108,60;0,88;0,50;87,83;20,54;-8,61;45,53;57,61;12,08;0,23;9,35;10,84;-0,54;3,00;-0,81;-0,46;1,33;0,57;0,40;0,05;-1,04;18,24;168.848.598,83;12,08;-0,10
BRPR3;10,68;0,81;11,74;0,73;0,50;100,00;231,89;140,79;7,13;7,68;0,55;0,06;16,53;3,07;-0,62;6,32;6,23;4,26;5,71;0,68;0,32;0,03;-14,64;3,09;29.704.768,41;14,59;0,91
BRQB3;0,00;;0,00;0,00;0,00;31,86;13,57;8,57;0,00;-0,99;-0,99;-0,54;0,00;0,00;0,00;2,26;34,57;14,43;22,51;0,42;0,58;1,68;-0,37;100,11;;0,92;0,32
BRSR3;15,51;3,42;7,76;0,76;0,07;56,79;9,53;10,63;8,66;8,24;;;0,82;1,66;-0,08;2,20;9,79;0,91;;0,09;0,91;0,09;1,64;15,38;196.006,03;20,42;2,00
BRSR5;16,91;3,24;8,46;0,83;0,08;56,79;9,53;10,63;9,44;8,24;;;0,90;1,81;-0,08;2,20;9,79;0,91;;0,09;0,91;0,09;1,64;15,38;3.336,00;20,42;2,00
BRSR6;14,02;3,78;7,01;0,69;0,06;56,79;9,53;10,63;7,83;8,24;;;0,75;1,50;-0,07;2,20;9,79;0,91;;0,09;0,91;0,09;1,64;15,38;29.256.858,55;20,42;2,00
BSEV3;5,14;;-5,61;-5,18;0,39;18,97;13,15;-10,49;4,47;9,67;5,20;;0,59;-0,81;-0,67;0,46;-92,38;-6,96;14,18;-0,08;1,07;0,66;7,69;;525.721,72;-0,99;-0,92
BSLI3;156,70;2,34;11,86;2,92;0,27;77,15;21,62;15,24;8,36;7,70;;;1,81;-1,49;-0,31;0,47;24,58;2,24;;0,09;0,91;0,15;5,10;12,95;73.453,13;53,74;13,21
BSLI4;102,23;3,95;7,74;1,90;0,17;77,15;21,62;15,24;5,46;7,70;;;1,18;-0,97;-0,21;0,47;24,58;2,24;;0,09;0,91;0,15;5,10;12,95;9.900,00;53,74;13,21
BTOW3;78,60;;-250,94;4,61;2,31;29,11;2,11;-1,92;228,73;213,40;-15,33;-0,31;4,82;5,94;-6,56;2,49;-1,84;-0,92;0,94;0,50;0,50;0,48;-3,20;;447.689.087,00;17,04;-0,31
BTTL3;10,95;;15,41;8,52;1,00;19,02;5,50;2,65;7,42;8,56;1,15;1,32;0,41;18,23;-1,86;1,14;55,29;6,52;27,57;0,12;0,88;2,46;-11,43;;44.723,62;1,29;0,71
BTTL4;11.091,73;;15.604,41;8.628,01;1.017,15;19,02;5,50;2,65;7.511,37;8,56;1,15;1,32;412,99;18.464,14;-1.888,71;1,14;55,29;6,52;27,57;0,12;0,88;2,46;-11,43;;0,00;1,29;0,71
CALI3;98,18;;-4,38;46,60;0,30;-1,51;-51,81;-51,46;-4,36;-4,65;-1,71;18,29;2,26;0,70;-0,68;4,44;-1.062,76;-6,84;-24,85;0,01;0,99;0,13;-38,15;;;2,11;-22,39
CALI4;50,21;;-2,24;23,83;0,15;-1,51;-51,81;-51,46;-2,23;-4,65;-1,71;18,29;1,15;0,36;-0,35;4,44;-1.062,76;-6,84;-24,85;0,01;0,99;0,13;-38,15;;25.105,00;2,11;-22,39
CAMB3;5,55;;9,33;2,55;0,87;45,37;12,46;16,54;12,39;15,32;2,93;0,60;1,54;-14,54;-1,28;0,85;27,29;9,28;11,68;0,34;0,66;0,56;-4,98;7,64;642.774,59;2,18;0,59
CAMB4;6,25;;10,51;2,87;0,98;45,37;12,46;16,54;13,95;15,32;2,93;0,60;1,74;-16,38;-1,45;0,85;27,29;9,28;11,68;0,34;0,66;0,56;-4,98;7,64;453.862,40;2,18;0,59
CAML3;11,74;4,51;12,26;1,93;0,90;23,37;7,51;5,62;9,17;11,54;2,37;0,50;0,69;2,98;-2,06;2,17;15,75;7,37;10,73;0,47;0,53;1,31;7,98;17,95;26.715.622,52;6,08;0,96
CARD3;14,91;2,04;14,70;2,21;1,19;28,77;14,84;9,37;9,28;9,69;0,41;0,10;1,38;28,77;-1,76;1,15;15,01;8,09;12,59;0,54;0,46;0,86;1,77;18,99;3.358.981,83;6,76;1,01
CASH3;12,50;;80,20;39,20;23,75;26,36;26,36;19,77;60,15;59,35;-0,80;-0,52;15,85;47,87;-100,26;2,86;48,87;29,62;35,98;0,61;0,36;1,50;;;7.811.157,67;0,32;0,16
CASN3;14,34;0,29;85,13;8,05;2,81;53,10;27,60;11,01;33,96;31,09;4,20;1,00;9,37;-757,67;-3,29;0,98;9,46;3,30;8,82;0,35;0,65;0,30;8,58;9,88;1.520,00;1,78;0,17
CASN4;8,37;0,54;49,69;4,70;1,64;53,10;27,60;11,01;19,82;31,09;4,20;1,00;5,47;-442,24;-1,92;0,98;9,46;3,30;8,82;0,35;0,65;0,30;8,58;9,88;1.100,00;1,78;0,17
CATA3;103,61;;0,89;0,12;0,06;13,06;-3,67;12,63;-3,06;-9,95;-6,92;0,27;0,11;0,30;-0,11;2,01;13,31;7,27;-3,04;0,55;0,46;0,58;-1,79;-8,60;317.552,60;876,70;116,70
CATA4;0,00;;0,00;0,00;0,00;13,06;-3,67;12,63;0,00;-9,95;-6,92;0,27;0,00;0,00;0,00;2,01;13,31;7,27;-3,04;0,55;0,46;0,58;-1,79;-8,60;;876,70;116,70
CBEE3;17,10;2,33;26,06;0,79;0,24;13,85;8,53;1,81;5,53;13,46;7,93;1,13;0,47;-145,66;-0,34;0,99;3,03;0,92;5,38;0,31;0,69;0,51;5,20;7,47;8.676,44;21,69;0,66
